`mesh_concept_uid`,`mesh_descriptor_uid`
M0461129,D048328
M0461130,D048328
M0461132,D048328
M0461133,D007614
M0461134,D007614
M0461135,D007614
M0461142,D048329
M0461143,D048329
M0461144,D048329
M0461146,D048330
M0461147,D048330
M0461205,D011546
M0461206,D011546
M0461207,D011546
M0461241,D053201
M0461242,D053202
M0461298,D048368
M0461299,D048368
M0461306,D014226
M0461307,D014227
M0461308,D048372
M0461309,D048372
M0461311,D048373
M0461330,D048388
M0461331,D048388
M0461332,D048388
M0461333,D048388
M0461334,D048389
M0461380,D048408
M0461384,D048409
M0461394,D011268
M0461396,D011268
M0461410,D048428
M0461411,D048428
M0461443,D048448
M0461472,D048468
M0461473,D048468
M0461514,D048488
M0461515,D048489
M0461520,D048490
M0461522,D048490
M0461524,D013294
M0461525,D048492
M0461526,D048494
M0461563,D012393
M0461564,D012393
M0461565,D012393
M0461566,D012393
M0461567,D012393
M0461572,D048208
M0461574,D048508
M0461594,D053502
M0461613,D048528
M0461614,D048528
M0461615,D048530
M0461616,D048531
M0461638,D048548
M0461640,D048549
M0461663,D048550
M0461678,D048568
M0461746,D006391
M0461813,D011722
M0461835,D005349
M0461844,D000069454
M0461882,D048588
M0461884,D048588
M0461969,D047908
M0461970,D047908
M0461972,D019521
M0461990,D048608
M0461991,D048608
M0461992,D048608
M0461997,D012418
M0462018,D048628
M0462023,D048629
M0462024,D048629
M0462026,D048631
M0462030,D048648
M0462085,D046931
M0462087,D048668
M0462093,D063065
M0462094,D063065
M0462190,D000069449
M0462198,D018517
M0462199,D048690
M0462200,D048690
M0462201,D048691
M0462202,D048691
M0462213,D010363
M0462256,D048729
M0462327,D052496
M0462392,D048750
M0462397,D002455
M0462413,D002465
M0462414,D002465
M0462458,D048788
M0462488,D048790
M0462537,D054378
M0462783,D009257
M0462784,D009257
M0462785,D009257
M0462786,D009257
M0462787,D009257
M0462788,D009257
M0462789,D009257
M0462790,D009257
M0462791,D009257
M0462822,D009270
M0462823,D009270
M0462824,D009270
M0462825,D009270
M0462847,D002112
M0462848,D002112
M0462870,D048868
M0462888,D048888
M0462889,D048888
M0462890,D048889
M0462892,D009278
M0462893,D009278
M0462894,D009278
M0462895,D009278
M0462896,D009278
M0462897,D009278
M0462898,D009278
M0462899,D009278
M0462900,D009278
M0462901,D009278
M0462902,D009278
M0462903,D009278
M0462922,D009271
M0462923,D009271
M0462924,D009271
M0462925,D009271
M0462938,D000068577
M0462940,D000068577
M0462941,D048908
M0462942,D009278
M0462943,D009278
M0462944,D009278
M0462945,D009278
M0462949,D009278
M0462950,D009278
M0462951,D009278
M0462952,D009278
M0462957,D048909
M0462971,D018029
M0462993,D000515
M0462999,D048928
M0463002,D048929
M0463011,D009340
M0463034,D009529
M0463035,D009529
M0463036,D009529
M0463037,D009529
M0463038,D009529
M0463040,D048949
M0463042,D009529
M0463043,D009529
M0463044,D009529
M0463045,D009529
M0463046,D009529
M0463047,D009529
M0463050,D009529
M0463051,D009529
M0463055,D009530
M0463056,D009530
M0463057,D009530
M0463058,D009530
M0463059,D009530
M0463060,D009530
M0463062,D009530
M0463063,D009530
M0463064,D009530
M0463065,D009530
M0463066,D009530
M0463068,D009534
M0463073,D048968
M0463074,D001950
M0463076,D001963
M0463077,D001963
M0463078,D001963
M0463082,D020108
M0463083,D020108
M0463084,D020108
M0463086,D009536
M0463087,D009536
M0463090,D009544
M0463091,D009544
M0463092,D009544
M0463093,D014022
M0463094,D014022
M0463095,D009545
M0463096,D009545
M0463128,D048988
M0463150,D049008
M0463158,D000069582
M0463230,D001963
M0463231,D001963
M0463241,D001964
M0463242,D001964
M0463243,D001964
M0463248,D007741
M0463249,D007741
M0463250,D007741
M0463270,D008692
M0463280,D009553
M0463281,D009553
M0463282,D009553
M0463283,D009553
M0463284,D009553
M0463285,D009553
M0463286,D009553
M0463287,D009553
M0463288,D009553
M0463322,D049028
M0463328,D049029
M0463336,D009568
M0463337,D009568
M0463338,D009568
M0463339,D009568
M0463340,D009568
M0463341,D009568
M0463342,D049031
M0463344,D009568
M0463345,D009568
M0463346,D009568
M0463347,D009568
M0463348,D009568
M0463349,D009568
M0463355,D009568
M0463356,D009568
M0463357,D009568
M0463358,D009568
M0463359,D009568
M0463361,D009568
M0463362,D009568
M0463363,D009568
M0463364,D009568
M0463365,D002040
M0463366,D002040
M0463367,D002040
M0463368,D002040
M0463369,D002040
M0463370,D002040
M0463371,D002040
M0463374,D009568
M0463375,D009568
M0463376,D009568
M0463377,D009568
M0463382,D009568
M0463383,D009568
M0463384,D009568
M0463388,D007980
M0463389,D007980
M0463393,D009568
M0463394,D009568
M0463395,D009568
M0463396,D009568
M0463397,D049033
M0463398,D009568
M0463399,D009568
M0463400,D009568
M0463403,D009536
M0463412,D016912
M0463413,D016912
M0463414,D016912
M0463415,D016912
M0463416,D016912
M0463417,D016912
M0463418,D016912
M0463419,D007981
M0463423,D049049
M0463426,D008822
M0463490,D049068
M0463497,D013974
M0463498,D013974
M0463499,D013974
M0463500,D013974
M0463502,D013974
M0463503,D013974
M0463504,D013974
M0463505,D013974
M0463506,D013974
M0463507,D013974
M0463508,D013974
M0463509,D013974
M0463511,D013974
M0463512,D013974
M0463513,D013974
M0463515,D013974
M0463516,D013974
M0463517,D013974
M0463518,D013974
M0463519,D013974
M0463560,D049088
M0463564,D049231
M0463618,D049108
M0463621,D049109
M0463628,D049128
M0463633,D048750
M0463735,D049148
M0463736,D049148
M0463757,D001946
M0463758,D001946
M0463817,D001213
M0463892,D007252
M0463907,D049228
M0463913,D049229
M0463935,D049248
M0463939,D001556
M0463940,D001556
M0463941,D001556
M0463942,D001556
M0463943,D049249
M0463945,D046249
M0463946,D008120
M0463947,D008120
M0463949,D049250
M0463951,D009638
M0463954,D009639
M0463973,D008090
M0463974,D008090
M0463975,D008090
M0463976,D008090
M0463978,D008127
M0463979,D008127
M0463991,D008130
M0463993,D008938
M0463995,D008540
M0464003,D016193
M0464004,D016193
M0464017,D049269
M0464018,D049269
M0464044,D049291
M0464046,D049292
M0464047,D049293
M0464070,D020389
M0464071,D020389
M0464092,D049308
M0464093,D049309
M0464094,D049309
M0464095,D049309
M0464101,D049310
M0464103,D049312
M0464105,D049310
M0464108,D018329
M0464110,D049328
M0464113,D049329
M0464114,D053758
M0464262,D049349
M0464296,D049388
M0464312,D048708
M0464330,D049408
M0464331,D049408
M0464338,D049409
M0464339,D049410
M0464445,D001371
M0464447,D001498
M0464449,D002093
M0464454,D016602
M0464456,D049428
M0464457,D008455
M0464471,D012369
M0464472,D012531
M0464477,D008163
M0464479,D049429
M0464536,D008163
M0464540,D008163
M0464541,D049448
M0464543,D049449
M0464546,D049449
M0464548,D049450
M0464563,D049451
M0464574,D049453
M0464575,D049453
M0464576,D049453
M0464577,D049453
M0464579,D049454
M0464580,D005333
M0464637,D049468
M0464642,D049469
M0464644,D049469
M0464646,D049471
M0464647,D049469
M0464739,D049469
M0464740,D049469
M0464742,D019457
M0464770,D049294
M0464771,D049294
M0464772,D049489
M0464773,D009661
M0464774,D009661
M0464775,D009661
M0464776,D009661
M0464777,D009661
M0464778,D009661
M0464779,D009661
M0464780,D009661
M0464781,D009661
M0464783,D009665
M0464784,D009665
M0464785,D009665
M0464786,D009665
M0464787,D009665
M0464788,D009665
M0464789,D000068557
M0464791,D049490
M0464799,D008140
M0464800,D008140
M0464801,D008140
M0464802,D008140
M0464803,D008140
M0464804,D008140
M0464806,D008140
M0464807,D008140
M0464808,D008140
M0464809,D008140
M0464810,D008140
M0464811,D008140
M0464812,D008140
M0464813,D008140
M0464814,D008140
M0464875,D015718
M0464876,D015718
M0464878,D008559
M0464902,D003331
M0464910,D047109
M0464911,D009929
M0465027,D001964
M0465028,D001964
M0465029,D001964
M0465037,D001964
M0465038,D001964
M0465039,D001964
M0465040,D001964
M0465041,D001964
M0465097,D001977
M0465098,D001977
M0465099,D001977
M0465104,D002019
M0465105,D002019
M0465106,D002019
M0465107,D002019
M0465108,D002019
M0465110,D002019
M0465111,D002019
M0465112,D002019
M0465120,D019220
M0465161,D002026
M0465162,D002026
M0465163,D002034
M0465164,D002034
M0465165,D002034
M0465166,D002034
M0465167,D002034
M0465168,D002034
M0465180,D002045
M0465181,D002045
M0465182,D002045
M0465183,D002045
M0465185,D002045
M0465186,D002045
M0465327,D049528
M0465414,D002047
M0465419,D016642
M0465420,D016642
M0465423,D050959
M0465608,D016756
M0465707,D013107
M0465764,D000910
M0465765,D000910
M0465766,D000910
M0465824,D002065
M0465825,D002065
M0465826,D002065
M0465827,D002065
M0465828,D002065
M0465829,D002065
M0465830,D002065
M0465831,D002065
M0465832,D002065
M0465833,D002065
M0465834,D027782
M0465835,D006629
M0466105,D049590
M0466106,D049590
M0466152,D000070819
M0466161,D000072200
M0466162,D053496
M0466347,D050611
M0466352,D002066
M0466353,D002066
M0466362,D002077
M0466363,D002077
M0466374,D002077
M0466508,D051538
M0466566,D049630
M0466574,D049631
M0466575,D010609
M0466578,D002110
M0466579,D002110
M0466580,D002110
M0466581,D002110
M0466582,D002110
M0466583,D002110
M0466584,D002110
M0466585,D002110
M0466590,D002112
M0466737,D002117
M0466738,D002117
M0466785,D051877
M0467143,D002117
M0467144,D002117
M0467145,D002117
M0467146,D002117
M0467156,D002117
M0467157,D002117
M0467158,D002117
M0467159,D002117
M0467163,D002123
M0467166,D002125
M0467167,D002125
M0467168,D002125
M0467169,D002125
M0467170,D002125
M0467171,D002125
M0467172,D002125
M0467305,D002211
M0467306,D002211
M0467307,D002211
M0467308,D002211
M0467309,D002211
M0467347,D002211
M0467348,D002211
M0467349,D002211
M0467350,D002211
M0467354,D002217
M0467366,D002217
M0467367,D002217
M0467368,D002217
M0467369,D002217
M0467376,D002228
M0467620,D012721
M0467621,D012721
M0467622,D012721
M0467623,D012721
M0467624,D012721
M0467625,D012721
M0467627,D012721
M0467628,D012721
M0467629,D012721
M0467630,D012721
M0467631,D012721
M0467633,D012721
M0467634,D012721
M0467635,D012721
M0467651,D002229
M0467668,D003143
M0467852,D049668
M0467854,D049669
M0467889,D049668
M0467901,D049670
M0467902,D049669
M0467913,D049670
M0467923,D049671
M0467924,D049672
M0467925,D049673
M0467928,D049674
M0468017,D010755
M0468018,D010755
M0468019,D009943
M0468029,D014770
M0468047,D013851
M0468083,D019572
M0468169,D049671
M0468203,D049672
M0468204,D049673
M0468259,D049674
M0468267,D049711
M0468931,D051154
M0469165,D011415
M0469744,D049750
M0469745,D049751
M0470017,D013879
M0470165,D053829
M0470170,D034443
M0470171,D034443
M0470172,D021381
M0470173,D049790
M0470259,D049810
M0470299,D049811
M0470388,D049830
M0470389,D049831
M0470390,D049832
M0470391,D049833
M0470392,D049834
M0470436,D049832
M0470477,D049850
M0470478,D049832
M0470479,D049832
M0470497,D000069439
M0470498,D000069439
M0470518,D049851
M0470519,D049851
M0470544,D049852
M0470545,D049853
M0470564,D049852
M0470565,D049870
M0470566,D049870
M0470568,D049871
M0470611,D049872
M0470612,D049873
M0470614,D049873
M0470615,D049874
M0470647,D003409
M0470648,D003409
M0470651,D004393
M0470654,D049875
M0470655,D049875
M0470694,D049876
M0470706,D049877
M0470715,D049879
M0470718,D049880
M0470727,D049881
M0470765,D049883
M0470784,D049890
M0470786,D049891
M0470787,D010282
M0470807,D010911
M0470808,D010911
M0470810,D049892
M0470811,D049892
M0470813,D049893
M0470814,D049893
M0470822,D049894
M0470823,D049895
M0470824,D049895
M0470825,D049896
M0470826,D049896
M0470827,D049896
M0470828,D049897
M0470829,D049897
M0470830,D049897
M0470917,D049910
M0470918,D049910
M0470933,D049911
M0470976,D049912
M0470981,D049913
M0470997,D049914
M0471003,D049914
M0471006,D049915
M0471007,D000065
M0471011,D049916
M0471013,D049917
M0471014,D049917
M0471015,D049917
M0471016,D049917
M0471017,D049917
M0471018,D049917
M0471019,D035926
M0471023,D049918
M0471024,D049918
M0471029,D049919
M0471031,D029748
M0471032,D029748
M0471033,D029748
M0471034,D029632
M0471038,D049921
M0471069,D029965
M0471072,D049930
M0471073,D049930
M0471074,D049931
M0471083,D049932
M0471101,D019032
M0471102,D040081
M0471108,D053498
M0471140,D049933
M0471142,D043803
M0471143,D043803
M0471145,D049934
M0471147,D032481
M0471148,D032481
M0471149,D032481
M0471150,D032481
M0471152,D032462
M0471153,D032462
M0471214,D049935
M0471215,D049935
M0471216,D049936
M0471217,D049936
M0471288,D053605
M0471343,D018500
M0471344,D018500
M0471345,D018500
M0471346,D018500
M0471516,D049950
M0471537,D049951
M0471538,D016368
M0471567,D007011
M0471765,D049970
M0471766,D049970
M0471769,D013964
M0471776,D049971
M0471866,D049990
M0471876,D049992
M0471877,D049993
M0471878,D049993
M0471880,D062865
M0471884,D049994
M0471885,D049994
M0471886,D049994
M0471943,D050010
M0471970,D054703
M0471971,D054703
M0472027,D050031
M0472035,D050032
M0472066,D050030
M0472128,D050033
M0472129,D050033
M0472145,D050034
M0472147,D050994
M0472159,D000072481
M0472161,D000072481
M0472162,D007006
M0472163,D007006
M0472166,D050035
M0472203,D005058
M0472223,D017436
M0472224,D017436
M0472313,D050600
M0472314,D050600
M0472316,D050050
M0472345,D050051
M0472346,D050052
M0472347,D050053
M0472419,D053779
M0472443,D001948
M0472444,D001948
M0472445,D001948
M0472480,D050071
M0472510,D008422
M0472513,D051741
M0472515,D054778
M0472516,D054778
M0472517,D061107
M0472518,D001672
M0472519,D016887
M0472577,D050090
M0472584,D058489
M0472585,D058490
M0472586,D000069450
M0472617,D003456
M0472618,D003456
M0472619,D003456
M0472620,D003456
M0472621,D050091
M0472653,D050110
M0472664,D050111
M0472665,D050112
M0472666,D050112
M0472667,D050113
M0472672,D015390
M0472675,D015391
M0472738,D022783
M0472742,D050485
M0472743,D050485
M0472752,D050130
M0472875,D050151
M0472882,D050152
M0472883,D050152
M0472884,D050152
M0472886,D050507
M0472888,D050153
M0472891,D050154
M0472907,D050155
M0472915,D050156
M0472920,D047228
M0472927,D000772
M0472973,D008543
M0472974,D008543
M0472998,D050172
M0472999,D050172
M0473000,D050172
M0473001,D050173
M0473002,D050173
M0473003,D050173
M0473013,D050174
M0473014,D050175
M0473031,D050177
M0473051,D058632
M0473241,D050198
M0473246,D050199
M0473255,D051822
M0473292,D050216
M0473296,D050217
M0473319,D050218
M0473325,D050219
M0473326,D050220
M0473506,D001374
M0473515,D050257
M0473516,D050257
M0473517,D050257
M0473518,D050258
M0473520,D050259
M0473521,D001507
M0473523,D001507
M0473524,D001507
M0473525,D001507
M0473526,D001507
M0473527,D001507
M0473532,D050260
M0473538,D006019
M0473555,D050261
M0473556,D050262
M0473557,D050263
M0473586,D001507
M0473587,D001507
M0473588,D001507
M0473589,D001507
M0473590,D001507
M0473599,D002110
M0473600,D000069465
M0473609,D050276
M0473616,D050277
M0473618,D050278
M0473619,D050279
M0473674,D001507
M0473675,D001507
M0473681,D000068736
M0473682,D000068736
M0473690,D050281
M0473808,D050296
M0473809,D050296
M0473810,D050296
M0473811,D050296
M0473812,D005111
M0473860,D008454
M0473861,D008454
M0473864,D008469
M0473868,D008468
M0473869,D008468
M0473870,D008468
M0473871,D008468
M0473872,D008468
M0473876,D008524
M0473877,D008524
M0473878,D008524
M0473879,D050298
M0473880,D050298
M0473881,D050298
M0473882,D008525
M0473884,D012228
M0473886,D050299
M0473887,D008528
M0473888,D008528
M0473889,D008528
M0473890,D008528
M0473891,D008528
M0473924,D008528
M0473925,D008528
M0473926,D008528
M0473927,D008528
M0473928,D008528
M0473929,D008528
M0473931,D019290
M0473932,D019290
M0473933,D019290
M0473934,D019290
M0473935,D019290
M0473936,D019290
M0473937,D019290
M0473942,D010113
M0473943,D010113
M0473944,D010114
M0473945,D015125
M0473946,D015125
M0473964,D008596
M0473965,D008596
M0473966,D008596
M0473970,D008615
M0473971,D008615
M0473973,D050173
M0473974,D050172
M0473975,D008619
M0473976,D008619
M0473977,D008619
M0473978,D008619
M0473979,D008619
M0473980,D008619
M0473981,D008619
M0473982,D008619
M0473983,D008619
M0473984,D008619
M0473985,D008620
M0473986,D008620
M0473987,D008620
M0473988,D008620
M0473989,D008620
M0473993,D008621
M0473994,D050316
M0473995,D050316
M0473996,D011738
M0473997,D011738
M0473998,D011738
M0474037,D010389
M0474038,D010389
M0474039,D010389
M0474041,D003894
M0474051,D010417
M0474052,D010417
M0474053,D010417
M0474054,D010417
M0474058,D010419
M0474059,D010419
M0474124,D000069499
M0474156,D006895
M0474157,D006895
M0474158,D006895
M0474161,D015080
M0474162,D015080
M0474163,D008655
M0474166,D008694
M0474167,D008694
M0474176,D008711
M0474177,D016210
M0474179,D008691
M0474180,D008691
M0474181,D008691
M0474182,D008691
M0474183,D008691
M0474184,D008691
M0474185,D008691
M0474186,D008691
M0474210,D015649
M0474212,D008725
M0474216,D000644
M0474217,D050337
M0474218,D050338
M0474220,D050339
M0474225,D008723
M0474226,D010479
M0474227,D008729
M0474228,D008730
M0474229,D008730
M0474230,D008730
M0474231,D008730
M0474232,D008730
M0474233,D008730
M0474239,D008747
M0474240,D008747
M0474241,D008747
M0474242,D008747
M0474243,D008747
M0474244,D008747
M0474245,D008747
M0474246,D008747
M0474247,D008750
M0474248,D008750
M0474249,D008750
M0474250,D008750
M0474251,D008750
M0474252,D008750
M0474255,D008774
M0474256,D008774
M0474257,D008774
M0474260,D005840
M0474261,D005840
M0474262,D005840
M0474265,D008777
M0474266,D008777
M0474269,D004062
M0474271,D008801
M0474315,D010696
M0474316,D010696
M0474320,D008879
M0474321,D008879
M0474322,D015735
M0474323,D015735
M0474337,D020105
M0474341,D050356
M0474345,D016595
M0474346,D016595
M0474347,D016595
M0474352,D008942
M0474353,D008942
M0474355,D008942
M0474394,D010630
M0474395,D010630
M0474399,D020912
M0474400,D020912
M0474401,D020912
M0474402,D020912
M0474403,D020912
M0474404,D020912
M0474405,D020912
M0474406,D020912
M0474407,D020912
M0474408,D020912
M0474409,D020912
M0474410,D020912
M0474411,D020912
M0474412,D020113
M0474413,D020113
M0474414,D020113
M0474415,D020113
M0474416,D020113
M0474417,D020912
M0474418,D020912
M0474419,D020912
M0474420,D020912
M0474421,D020912
M0474422,D020912
M0474425,D020912
M0474426,D020912
M0474427,D020912
M0474428,D020912
M0474432,D010644
M0474433,D008981
M0474434,D008981
M0474435,D008981
M0474436,D008981
M0474437,D008981
M0474438,D008981
M0474439,D008981
M0474440,D008981
M0474441,D008981
M0474442,D008981
M0474443,D008981
M0474444,D008981
M0474445,D008981
M0474446,D008981
M0474447,D010646
M0474448,D010646
M0474459,D013948
M0474460,D013948
M0474461,D013948
M0474501,D009092
M0474502,D009092
M0474579,D001343
M0474588,D050376
M0474589,D049914
M0474607,D050377
M0474608,D050377
M0474609,D052096
M0474619,D050378
M0474620,D050378
M0474669,D000212
M0474674,D000527
M0474717,D008376
M0474718,D008376
M0474719,D008376
M0474720,D008376
M0474721,D008376
M0474722,D008376
M0474723,D008376
M0474724,D008376
M0474725,D008376
M0474726,D008376
M0474727,D050197
M0474729,D008463
M0474730,D008463
M0474731,D008463
M0474732,D008463
M0474733,D008463
M0474734,D008463
M0474735,D008463
M0474736,D008463
M0474737,D008463
M0474738,D008463
M0474739,D008463
M0474740,D010395
M0474741,D008463
M0474742,D008463
M0474743,D008463
M0474744,D008463
M0474745,D010620
M0474746,D002504
M0474747,D008472
M0474748,D008472
M0474749,D010621
M0474750,D010621
M0474751,D010621
M0474752,D010621
M0474753,D010621
M0474754,D010621
M0474755,D010621
M0474756,D010621
M0474757,D010621
M0474758,D008559
M0474759,D008559
