`mesh_concept_uid`,`mesh_semantic_type_uid`
M0485125,T121
M0485126,T109
M0485126,T121
M0485127,T109
M0485127,T121
M0485128,T109
M0485128,T121
M0485129,T109
M0485129,T121
M0485141,T109
M0485141,T121
M0485142,T109
M0485142,T121
M0485143,T109
M0485143,T121
M0485144,T109
M0485144,T121
M0485145,T109
M0485145,T121
M0485146,T109
M0485146,T121
M0485147,T109
M0485147,T121
M0485148,T109
M0485148,T121
M0485149,T109
M0485149,T121
M0485150,T109
M0485150,T121
M0485151,T109
M0485151,T121
M0485152,T109
M0485152,T121
M0485153,T109
M0485153,T121
M0485154,T109
M0485154,T121
M0485155,T109
M0485155,T121
M0485156,T109
M0485156,T121
M0485157,T109
M0485157,T121
M0485226,T109
M0485226,T121
M0485227,T109
M0485227,T121
M0485228,T109
M0485228,T121
M0485229,T109
M0485229,T121
M0485229,T130
M0485230,T109
M0485230,T121
M0485231,T109
M0485231,T121
M0485232,T109
M0485232,T121
M0485234,T109
M0485234,T121
M0485235,T109
M0485235,T121
M0485236,T109
M0485236,T121
M0485237,T109
M0485237,T121
M0485238,T109
M0485238,T121
M0485242,T109
M0485242,T121
M0485243,T109
M0485243,T121
M0485245,T109
M0485245,T121
M0485246,T109
M0485246,T121
M0485247,T109
M0485247,T121
M0485248,T109
M0485248,T121
M0485249,T109
M0485249,T121
M0485250,T109
M0485250,T121
M0485251,T109
M0485251,T121
M0485252,T109
M0485252,T121
M0485253,T109
M0485253,T121
M0485255,T109
M0485255,T121
M0485261,T109
M0485261,T121
M0485266,T109
M0485266,T121
M0485268,T109
M0485268,T121
M0485269,T109
M0485269,T121
M0485270,T109
M0485270,T121
M0485271,T109
M0485271,T121
M0485273,T045
M0485281,T109
M0485288,T109
M0485288,T121
M0485289,T109
M0485289,T121
M0485290,T109
M0485290,T121
M0485291,T109
M0485291,T121
M0485292,T109
M0485292,T121
M0485293,T109
M0485293,T121
M0485294,T109
M0485294,T121
M0485295,T109
M0485295,T121
M0485296,T109
M0485296,T121
M0485297,T109
M0485297,T121
M0485298,T109
M0485298,T121
M0485299,T116
M0485299,T121
M0485300,T116
M0485300,T121
M0485301,T116
M0485301,T121
M0485302,T116
M0485302,T121
M0485303,T109
M0485303,T121
M0485304,T109
M0485304,T121
M0485305,T109
M0485305,T121
M0485306,T109
M0485306,T121
M0485307,T109
M0485307,T121
M0485308,T109
M0485308,T121
M0485309,T109
M0485309,T121
M0485310,T109
M0485310,T121
M0485311,T109
M0485311,T121
M0485312,T109
M0485312,T121
M0485313,T109
M0485313,T121
M0485315,T109
M0485315,T121
M0485316,T109
M0485316,T121
M0485317,T109
M0485317,T121
M0485318,T109
M0485318,T121
M0485319,T109
M0485319,T121
M0485320,T109
M0485320,T121
M0485321,T109
M0485321,T121
M0485322,T109
M0485322,T121
M0485323,T110
M0485323,T121
M0485324,T110
M0485324,T121
M0485325,T109
M0485325,T121
M0485326,T109
M0485326,T121
M0485327,T109
M0485327,T121
M0485328,T110
M0485328,T121
M0485328,T125
M0485329,T110
M0485329,T121
M0485329,T125
M0485330,T110
M0485330,T121
M0485330,T125
M0485373,T109
M0485373,T121
M0485374,T109
M0485374,T121
M0485375,T109
M0485375,T121
M0485376,T109
M0485376,T121
M0485377,T109
M0485377,T121
M0485378,T109
M0485378,T121
M0485379,T116
M0485379,T121
M0485380,T109
M0485380,T121
M0485387,T109
M0485387,T121
M0485388,T109
M0485388,T121
M0485389,T109
M0485389,T121
M0485390,T109
M0485390,T121
M0485456,T191
M0485530,T116
M0485530,T123
M0485533,T116
M0485533,T123
M0485717,T116
M0485717,T126
M0486802,T040
M0486848,T061
M0486848,T063
M0486849,T061
M0486849,T063
M0486890,T024
M0486891,T024
M0486892,T024
M0486898,T025
M0486900,T025
M0486903,T047
M0486912,T047
M0486995,T047
M0486996,T047
M0486997,T047
M0486998,T047
M0487112,T047
M0487118,T047
M0487126,T047
M0487136,T047
M0487158,T047
M0487299,T047
M0487300,T047
M0487301,T047
M0487302,T047
M0487303,T047
M0487304,T047
M0487455,T047
M0487462,T047
M0487463,T116
M0487463,T123
M0487623,T007
M0487688,T009
M0487688,T204
M0487689,T009
M0487689,T204
M0487803,T042
M0487807,T061
M0487812,T073
M0487813,T073
M0487814,T073
M0487819,T100
M0487819,T101
M0487823,T103
M0487829,T038
M0487830,T119
M0487831,T038
M0487886,T061
M0487887,T061
M0487888,T061
M0487889,T061
M0487890,T061
M0487892,T061
M0487893,T061
M0487894,T061
M0487896,T081
M0487904,T047
M0487906,T062
M0487907,T002
M0487908,T002
M0487909,T002
M0487910,T002
M0487911,T002
M0487914,T047
M0487916,T054
M0487917,T002
M0487918,T002
M0487998,T040
M0487999,T040
M0488073,T059
M0488074,T059
M0488277,T070
M0488311,T167
M0488312,T167
M0488351,T005
M0488352,T005
M0488364,T005
M0488365,T005
M0488366,T005
M0488367,T005
M0488371,T005
M0488372,T005
M0488374,T005
M0488397,T005
M0488398,T005
M0488399,T005
M0488400,T005
M0488401,T005
M0488403,T005
M0488425,T005
M0488426,T005
M0488427,T005
M0488428,T005
M0488431,T005
M0488517,T005
M0488522,T005
M0488523,T005
M0488524,T005
M0488525,T005
M0488542,T005
M0488543,T005
M0488544,T005
M0488545,T005
M0488546,T005
M0488547,T005
M0488548,T005
M0488550,T005
M0488551,T005
M0488552,T005
M0488553,T005
M0488554,T005
M0488565,T025
M0488566,T025
M0488567,T025
M0488568,T025
M0488572,T025
M0488576,T025
M0488577,T025
M0488606,T081
M0488610,T005
M0488620,T005
M0488638,T005
M0488639,T005
M0488640,T005
M0488654,T005
M0488655,T005
M0488656,T005
M0488657,T005
M0488659,T005
M0488660,T005
M0488661,T005
M0488734,T005
M0488737,T005
M0488771,T005
M0488773,T005
M0488774,T005
M0488776,T005
M0488777,T005
M0488778,T005
M0488779,T005
M0488790,T005
M0488791,T005
M0488792,T005
M0488793,T005
M0488794,T005
M0488864,T005
M0488866,T005
M0488867,T005
M0488957,T023
M0488958,T005
M0488969,T025
M0489052,T030
M0489087,T045
M0489126,T091
M0489164,T116
M0489295,T047
M0489350,T042
M0489412,T046
M0489433,T042
M0489435,T042
M0489458,T023
M0489504,T042
M0489510,T047
M0489550,T023
M0489554,T042
M0489559,T042
M0489563,T042
M0489595,T042
M0489596,T042
M0489659,T042
M0489660,T042
M0489671,T040
M0489672,T040
M0489675,T042
M0489676,T042
M0489677,T042
M0489686,T040
M0489746,T047
M0489747,T047
M0489748,T047
M0489749,T047
M0489792,T019
M0489821,T046
M0489822,T046
M0489825,T040
M0489826,T040
M0489879,T098
M0490007,T002
M0490096,T033
M0490096,T046
M0490112,T049
M0490118,T033
M0490118,T046
M0490119,T033
M0490119,T046
M0490133,T047
M0490134,T059
M0490137,T116
M0490148,T116
M0490148,T123
M0490215,T047
M0490226,T033
M0490226,T047
M0490227,T033
M0490227,T047
M0490242,T069
M0490246,T069
M0490247,T069
M0490249,T033
M0490254,T090
M0490255,T123
M0490303,T047
M0490304,T061
M0490373,T091
M0490374,T025
M0490386,T025
M0490511,T047
M0490512,T059
M0490513,T059
M0490514,T059
M0490528,T109
M0490546,T042
M0490563,T004
M0490564,T004
M0490565,T004
M0490627,T116
M0490629,T109
M0490630,T109
M0490634,T059
M0490638,T004
M0490645,T053
M0490668,T110
M0490669,T110
M0490670,T110
M0490671,T110
M0490807,T047
M0490937,T047
M0490941,T047
M0490960,T043
M0490964,T015
M0490965,T047
M0490966,T047
M0490967,T047
M0491063,T025
M0491068,T047
M0491069,T047
M0491092,T121
M0491092,T129
M0491098,T121
M0491098,T129
M0491099,T121
M0491099,T129
M0491100,T121
M0491100,T129
M0491160,T005
M0491181,T043
M0491201,T121
M0491310,T024
M0491341,T116
M0491403,T047
M0491408,T081
M0491409,T040
M0491418,T109
M0491418,T121
M0491450,T109
M0491450,T121
M0491451,T005
M0491452,T109
M0491453,T005
M0491454,T005
M0491455,T005
M0491456,T005
M0491457,T005
M0491458,T005
M0491459,T005
M0491460,T067
M0491569,T109
M0491570,T109
M0491582,T032
M0491582,T080
M0491590,T032
M0491590,T081
M0491591,T032
M0491591,T081
M0491593,T032
M0491593,T081
M0491594,T032
M0491594,T081
M0491595,T032
M0491595,T080
M0491596,T032
M0491596,T081
M0491597,T032
M0491597,T081
M0491612,T116
M0491612,T126
M0491613,T116
M0491613,T126
M0491614,T116
M0491614,T126
M0491615,T116
M0491615,T126
M0491616,T116
M0491616,T126
M0491638,T061
M0491650,T116
M0491650,T126
M0491650,T129
M0491660,T167
M0491661,T167
M0491662,T047
M0491662,T190
M0491663,T047
M0491663,T190
M0491735,T047
M0491855,T184
M0491930,T091
M0491931,T091
M0491948,T091
M0491949,T091
M0491950,T091
M0491957,T047
M0491958,T002
M0491959,T047
M0491960,T081
M0491961,T081
M0491962,T032
M0491963,T121
M0491964,T120
M0491969,T040
M0491997,T005
M0491998,T005
M0492026,T116
M0492026,T192
M0492136,T005
M0492137,T005
M0492139,T002
M0492140,T002
M0492141,T002
M0492142,T002
M0492143,T168
M0492178,T119
M0492189,T044
M0492190,T044
M0492195,T116
M0492195,T192
M0492257,T116
M0492257,T123
M0492280,T116
M0492280,T123
M0492283,T109
M0492285,T109
M0492289,T109
M0492305,T109
M0492309,T109
M0492350,T116
M0492350,T123
M0492351,T116
M0492351,T192
M0492355,T116
M0492355,T192
M0492413,T109
M0492413,T121
M0492421,T047
M0492422,T047
M0492427,T047
M0492428,T047
M0492429,T047
M0492442,T032
M0492456,T109
M0492456,T121
M0492457,T109
M0492457,T121
M0492458,T109
M0492458,T121
M0492459,T109
M0492459,T121
M0492460,T109
M0492460,T121
M0492461,T109
M0492461,T121
M0492462,T109
M0492462,T121
M0492463,T109
M0492463,T121
M0492464,T109
M0492464,T121
M0492465,T109
M0492465,T121
M0492466,T109
M0492466,T121
M0492467,T109
M0492467,T121
M0492468,T109
M0492468,T121
M0492469,T109
M0492469,T121
M0492470,T109
M0492470,T121
M0492471,T109
M0492471,T121
M0492472,T109
M0492472,T121
M0492473,T109
M0492473,T121
M0492474,T109
M0492474,T121
M0492500,T109
M0492500,T121
M0492501,T109
M0492501,T121
M0492502,T109
M0492502,T121
M0492503,T109
M0492503,T121
M0492504,T109
M0492504,T121
M0492505,T109
M0492505,T121
M0492506,T109
M0492506,T121
M0492507,T109
M0492507,T121
M0492508,T109
M0492508,T121
M0492509,T109
M0492509,T121
M0492510,T109
M0492510,T121
M0492511,T109
M0492511,T121
M0492512,T109
M0492512,T121
M0492513,T109
M0492513,T121
M0492514,T116
M0492514,T192
M0492515,T116
M0492515,T192
M0492516,T110
M0492516,T121
M0492516,T125
M0492517,T110
M0492517,T121
M0492517,T125
M0492518,T110
M0492518,T121
M0492518,T125
M0492519,T110
M0492519,T121
M0492519,T125
M0492520,T116
M0492520,T192
M0492525,T116
M0492525,T121
M0492526,T116
M0492526,T121
M0492527,T116
M0492527,T121
M0492528,T116
M0492528,T121
M0492531,T121
M0492531,T197
M0492538,T110
M0492538,T121
M0492539,T110
M0492539,T121
M0492540,T110
M0492540,T121
M0492541,T110
M0492541,T121
M0492559,T116
M0492559,T192
M0492560,T110
M0492560,T121
M0492561,T110
M0492561,T121
M0492562,T110
M0492562,T121
M0492599,T116
M0492599,T123
M0492600,T116
M0492600,T123
M0492601,T116
M0492601,T123
M0492654,T116
M0492654,T192
M0492659,T116
M0492659,T123
M0492660,T116
M0492660,T123
M0492712,T116
M0492712,T192
M0492713,T116
M0492713,T192
M0492746,T019
M0492747,T019
M0492747,T047
M0492748,T116
M0492748,T123
M0492750,T019
M0492750,T047
M0492827,T039
M0492828,T039
M0492829,T116
M0492829,T192
M0492852,T116
M0492852,T123
M0492855,T042
M0492855,T060
M0492856,T042
M0492856,T060
M0492859,T116
M0492859,T123
M0492862,T116
M0492862,T123
M0492867,T116
M0492867,T123
M0492872,T034
M0492872,T042
M0492903,T042
M0492919,T023
M0492941,T023
M0492952,T043
M0492973,T022
M0492974,T023
M0492979,T116
M0492979,T123
M0492982,T116
M0492982,T119
M0492982,T123
M0492983,T116
M0492983,T119
M0492983,T123
M0492984,T116
M0492984,T123
M0492988,T116
M0492988,T123
M0492992,T047
M0492994,T116
M0492994,T126
M0492996,T116
M0492996,T126
M0493000,T116
M0493000,T126
M0493077,T116
M0493077,T119
M0493077,T123
M0493108,T074
M0493119,T074
M0493120,T170
M0493121,T170
M0493122,T170
M0493123,T042
M0493141,T116
M0493143,T047
M0493171,T116
M0493171,T192
M0493302,T116
M0493302,T123
M0493381,T116
M0493381,T123
M0493384,T116
M0493384,T123
M0493385,T116
M0493385,T123
M0493386,T109
M0493386,T121
M0493387,T109
M0493387,T121
M0493388,T109
M0493388,T121
M0493389,T109
M0493389,T121
M0493390,T109
M0493390,T121
M0493391,T109
M0493391,T121
M0493392,T109
M0493392,T121
M0493393,T109
M0493393,T121
M0493394,T109
M0493394,T121
M0493395,T109
M0493395,T121
M0493396,T109
M0493396,T121
M0493397,T109
M0493397,T121
M0493398,T109
M0493398,T121
M0493399,T109
M0493399,T121
M0493400,T109
M0493400,T121
M0493401,T109
M0493401,T121
M0493402,T109
M0493402,T121
M0493403,T109
M0493403,T121
M0493404,T109
M0493404,T121
M0493405,T109
M0493405,T121
M0493406,T109
M0493406,T121
M0493407,T109
M0493407,T121
M0493408,T109
M0493408,T121
M0493409,T116
M0493409,T123
M0493472,T070
M0493473,T070
M0493474,T070
M0493496,T116
M0493496,T123
M0493497,T116
M0493497,T123
M0493498,T116
M0493498,T123
M0493574,T060
M0493578,T116
M0493578,T126
M0493584,T005
M0493585,T040
M0493657,T116
M0493657,T125
M0493658,T005
M0493659,T005
M0493660,T005
M0493661,T005
M0493662,T005
M0493663,T005
M0493664,T005
M0493665,T116
M0493665,T122
M0493666,T116
M0493666,T126
M0493668,T116
M0493668,T126
M0493681,T047
M0493682,T042
M0493685,T116
M0493685,T123
M0493736,T116
M0493736,T123
M0493773,T116
M0493773,T126
M0493889,T116
M0493889,T126
M0493893,T116
M0493894,T116
M0493894,T125
M0493905,T116
M0493905,T126
M0493906,T116
M0493906,T126
M0493907,T116
M0493907,T126
M0493993,T116
M0493993,T126
M0494007,T061
M0494109,T007
M0494110,T007
M0494111,T007
M0494112,T007
M0494113,T007
M0494114,T007
M0494115,T007
M0494116,T007
M0494239,T116
M0494239,T126
M0494241,T116
M0494241,T121
M0494241,T125
M0494274,T116
M0494274,T123
M0494277,T190
M0494325,T047
M0494332,T116
M0494332,T123
M0494335,T116
M0494335,T123
M0494336,T007
M0494442,T007
M0494459,T019
M0494459,T047
M0494472,T019
M0494472,T047
M0494506,T019
M0494506,T047
M0494507,T019
M0494507,T047
M0494508,T046
M0494509,T116
M0494509,T123
M0494510,T116
M0494510,T123
M0494511,T116
M0494511,T123
M0494512,T116
M0494512,T123
M0494513,T116
M0494513,T123
M0494547,T116
M0494547,T123
M0494571,T116
M0494571,T123
M0494572,T116
M0494572,T123
M0494573,T116
M0494573,T123
M0494580,T047
M0494585,T047
M0494619,T019
M0494619,T047
M0494620,T116
M0494620,T123
M0494621,T116
M0494621,T123
M0494637,T116
M0494637,T123
M0494660,T015
M0494710,T034
M0494710,T184
M0494722,T116
M0494722,T123
M0494723,T073
M0494730,T116
M0494730,T123
M0494731,T047
M0494742,T121
M0494746,T047
M0494757,T047
M0494758,T047
M0494801,T047
M0494823,T081
M0494831,T074
M0494846,T184
M0494851,T070
M0494852,T070
M0494853,T070
M0494854,T081
M0494858,T047
M0494859,T047
M0494860,T047
M0494861,T047
M0494862,T047
M0494869,T116
M0494869,T121
M0494872,T116
M0494872,T123
M0494874,T116
M0494874,T123
M0494875,T184
M0494876,T116
M0494876,T123
M0494878,T090
M0494884,T025
M0494893,T091
M0494903,T039
M0494935,T116
M0494935,T123
M0494988,T191
M0494989,T047
M0494990,T109
M0495016,T123
M0495016,T126
M0495037,T025
M0495041,T061
M0495041,T062
M0495042,T061
M0495042,T062
M0495043,T061
M0495043,T062
M0495044,T061
M0495044,T062
M0495054,T047
M0495063,T116
M0495063,T192
M0495066,T109
M0495069,T002
M0495084,T047
M0495085,T047
M0495104,T042
M0495106,T116
M0495106,T126
M0495163,T104
M0495166,T037
M0495167,T109
M0495171,T116
M0495171,T192
M0495180,T116
M0495180,T123
M0495181,T116
M0495181,T192
M0495184,T116
M0495184,T192
M0495186,T116
M0495186,T192
M0495194,T116
M0495194,T192
M0495195,T116
M0495195,T192
M0495263,T062
M0495284,T061
M0495288,T031
M0495331,T061
M0495349,T116
M0495349,T192
M0495350,T116
M0495350,T192
M0495354,T116
M0495354,T192
M0495387,T074
M0495387,T075
M0495420,T116
M0495420,T192
M0495486,T062
M0495503,T061
M0495509,T061
M0495513,T116
M0495513,T123
M0495514,T116
M0495514,T123
M0495515,T116
M0495515,T123
M0495516,T116
M0495516,T123
M0495550,T116
M0495550,T123
M0495551,T116
M0495551,T123
M0495552,T116
M0495552,T123
M0495573,T116
M0495573,T192
M0495574,T116
M0495574,T192
M0495575,T047
M0495576,T061
M0495577,T025
M0495580,T025
M0495659,T116
M0495659,T192
M0495662,T116
M0495662,T192
M0495675,T116
M0495675,T192
M0495677,T116
M0495677,T192
M0495684,T047
M0495688,T116
M0495688,T192
M0495689,T060
M0495690,T074
M0495695,T110
M0495695,T121
M0495696,T110
M0495696,T121
M0495698,T109
M0495698,T121
M0495708,T047
M0495713,T116
M0495714,T086
M0495714,T114
M0495714,T123
M0495715,T086
M0495715,T114
M0495715,T123
M0495717,T062
M0495723,T047
M0495729,T047
M0495741,T047
M0495742,T004
M0495743,T061
M0495788,T047
M0495795,T018
M0495804,T047
M0495807,T047
M0495818,T062
M0495828,T116
M0495828,T129
M0495833,T116
M0495833,T192
M0495838,T116
M0495838,T192
M0495839,T116
M0495839,T192
M0495840,T116
M0495840,T192
M0495841,T116
M0495841,T192
M0495842,T116
M0495842,T192
M0495844,T131
M0495845,T002
M0495846,T116
M0495846,T192
M0495847,T116
M0495847,T192
M0495851,T116
M0495851,T123
M0495852,T116
M0495852,T123
M0495854,T116
M0495854,T123
M0495862,T116
M0495862,T192
M0495866,T116
M0495866,T192
M0495870,T116
M0495870,T192
M0495871,T059
M0495956,T043
M0495958,T116
M0495958,T192
M0495992,T192
M0496065,T116
M0496065,T123
M0496078,T116
M0496078,T126
M0496079,T116
M0496079,T126
M0496210,T073
M0496221,T116
M0496221,T123
M0496265,T073
M0496321,T073
M0496322,T109
M0496325,T073
M0496325,T130
M0496329,T116
M0496329,T123
M0496335,T073
M0496336,T073
M0496339,T073
M0496347,T073
M0496434,T116
M0496434,T123
M0496435,T116
M0496435,T123
M0496436,T116
M0496436,T123
M0496437,T116
M0496437,T123
M0496444,T109
M0496452,T116
M0496452,T123
M0496456,T116
M0496456,T123
M0496467,T116
M0496487,T060
M0496533,T060
M0496552,T109
M0496552,T121
M0496553,T109
M0496553,T121
M0496569,T063
M0496570,T063
M0496628,T116
M0496628,T126
M0496629,T091
M0496630,T109
M0496631,T109
M0496632,T116
M0496632,T126
M0496634,T116
M0496634,T126
M0496635,T116
M0496635,T126
M0496636,T042
M0496636,T081
M0496667,T116
M0496667,T126
M0496669,T116
M0496669,T126
M0496678,T015
M0496680,T015
M0496682,T015
M0496690,T047
M0496694,T015
M0496695,T116
M0496695,T123
M0496703,T116
M0496703,T123
M0496708,T074
M0496709,T074
M0496710,T074
M0496711,T015
M0496712,T015
M0496713,T015
M0496714,T015
M0496715,T015
M0496716,T015
M0496718,T074
M0496719,T074
M0496720,T074
M0496721,T074
M0496722,T074
M0496767,T070
M0496768,T070
M0496769,T070
M0496770,T070
M0496772,T109
M0496772,T121
M0496773,T073
M0496774,T073
M0496781,T119
M0496782,T119
M0496784,T049
M0496791,T044
M0496811,T005
M0496813,T005
M0496814,T005
M0496815,T005
M0496816,T005
M0496817,T070
M0496818,T005
M0496826,T047
M0496827,T033
M0496885,T070
M0496886,T070
M0496890,T049
M0496891,T049
M0496892,T045
M0496901,T121
M0496902,T073
M0496903,T073
M0496904,T073
M0496905,T061
M0496907,T070
M0496916,T047
M0496922,T044
M0496923,T044
M0496924,T044
M0496945,T049
M0496946,T049
M0496947,T061
M0497284,T123
M0497285,T046
M0497527,T044
M0497533,T015
M0497534,T015
M0497540,T073
M0497540,T130
M0497620,T116
M0497620,T126
M0497986,T123
M0498110,T061
M0498131,T121
M0498131,T129
M0498157,T121
M0498157,T129
M0498354,T070
M0498355,T070
M0498356,T018
M0498752,T070
M0498808,T044
M0498838,T044
M0499098,T002
M0499099,T002
M0499100,T002
M0499101,T002
M0499102,T002
M0499115,T116
M0499115,T192
M0499125,T044
M0499252,T109
M0499253,T109
M0499254,T109
M0499255,T109
M0499256,T109
M0499257,T109
M0499306,T109
M0499452,T109
M0499454,T002
M0499491,T109
M0499491,T121
M0499592,T109
M0499592,T121
M0499670,T002
M0499746,T191
M0499747,T191
M0499748,T191
M0499749,T191
M0499750,T191
M0499751,T109
M0499752,T109
M0499753,T109
M0499754,T191
M0499755,T045
M0499756,T109
M0499977,T073
M0499978,T073
M0499983,T073
M0499984,T073
M0499986,T073
M0499987,T073
M0499988,T073
M0499989,T073
M0499990,T073
M0500055,T073
M0500063,T047
M0500064,T073
M0500065,T073
M0500066,T073
M0500067,T073
M0500068,T073
M0500069,T073
M0500070,T073
M0500146,T023
M0500147,T023
M0500148,T023
M0500150,T073
M0500151,T073
M0500152,T073
M0500162,T073
M0500164,T073
M0500165,T073
M0500166,T073
M0500170,T073
M0500186,T073
M0500187,T073
M0500188,T073
M0500189,T073
M0500190,T023
M0500199,T073
M0500200,T073
M0500204,T073
M0500207,T073
M0500224,T047
M0500237,T047
M0500285,T190
M0500295,T190
M0500358,T116
M0500358,T129
M0500359,T073
M0500374,T073
M0500375,T073
M0500376,T073
M0500381,T072
M0500419,T116
M0500419,T129
M0500449,T116
M0500449,T129
M0500451,T002
M0500452,T030
M0500453,T030
M0500527,T025
M0500528,T025
M0500607,T047
M0500608,T047
M0500631,T047
M0500691,T047
M0500706,T047
M0500709,T047
M0500779,T023
M0500783,T023
M0500810,T047
M0500812,T191
M0500813,T191
M0500884,T049
M0500885,T047
M0500886,T047
M0500887,T047
M0500888,T047
M0500981,T049
M0500982,T047
M0500983,T047
M0500984,T047
M0500998,T047
M0501042,T019
M0501042,T047
M0501068,T047
M0501069,T047
M0501212,T047
M0501212,T049
M0501213,T047
M0501214,T047
M0501247,T109
M0501247,T121
M0501263,T109
M0501263,T121
M0501326,T190
M0501329,T190
M0501342,T019
M0501348,T191
M0501349,T191
M0501350,T047
M0501372,T047
M0501373,T184
M0501374,T184
M0501375,T047
M0501376,T047
M0501377,T047
M0501378,T047
M0501379,T047
M0501385,T191
M0501387,T191
M0501393,T019
M0501394,T019
M0501462,T019
M0501467,T116
M0501516,T023
M0501517,T023
M0501519,T018
M0501524,T116
M0501524,T119
M0501524,T121
M0501538,T019
M0501539,T047
M0501553,T061
M0501554,T061
M0501557,T047
M0501806,T019
M0501807,T019
M0501808,T019
M0501809,T019
M0501819,T074
M0501877,T047
M0501885,T023
M0501886,T023
M0501887,T023
M0501888,T023
M0501889,T046
M0501890,T046
M0501891,T046
M0501892,T046
M0501896,T033
M0501896,T046
M0501921,T047
M0501922,T047
M0501941,T061
M0502014,T033
M0502014,T046
M0502023,T047
M0502049,T047
M0502050,T047
M0502052,T047
M0502053,T047
M0502059,T047
M0502060,T047
M0502070,T109
M0502070,T121
M0502071,T046
M0502071,T184
M0502072,T046
M0502072,T184
M0502073,T061
M0502103,T191
M0502127,T047
M0502178,T067
M0502179,T067
M0502184,T184
M0502185,T184
M0502186,T184
M0502188,T184
M0502189,T184
M0502217,T047
M0502248,T061
M0502278,T061
M0502281,T061
M0502432,T023
M0502437,T070
M0502447,T052
M0502505,T047
M0502505,T190
M0502559,T046
M0502706,T191
M0502769,T109
M0502769,T121
M0502788,T002
M0502868,T047
M0502869,T191
M0502872,T191
M0502895,T047
M0502896,T047
M0502926,T047
M0502927,T047
M0502928,T047
M0502958,T047
M0502959,T047
M0502960,T191
M0502961,T191
M0502962,T047
M0502963,T047
M0502964,T191
M0503035,T047
M0503075,T081
M0503088,T098
M0503154,T018
M0503163,T047
M0503182,T024
M0503183,T024
M0503184,T018
M0503185,T018
M0503186,T018
M0503208,T047
M0503262,T098
M0503263,T098
M0503264,T098
M0503265,T098
M0503312,T047
M0503416,T018
M0503417,T018
M0503425,T018
M0503426,T018
M0503427,T018
M0503428,T018
M0503435,T018
M0503439,T005
M0503440,T005
M0503462,T116
M0503462,T192
M0503463,T116
M0503463,T192
M0503464,T116
M0503464,T192
M0503465,T116
M0503465,T192
M0503466,T116
M0503466,T192
M0503467,T116
M0503467,T192
M0503470,T116
M0503470,T192
M0503537,T039
M0503538,T039
M0503631,T047
M0503632,T047
M0503692,T025
M0503693,T025
M0503704,T025
M0503818,T019
M0503818,T047
M0503819,T019
M0503819,T047
M0503820,T061
M0503879,T116
M0503879,T123
M0503881,T116
M0503881,T123
M0503892,T007
M0503893,T116
M0503893,T123
M0503897,T116
M0503897,T123
M0503898,T116
M0503898,T126
M0503914,T114
M0503916,T114
M0503918,T063
M0503919,T063
M0503920,T063
M0503921,T116
M0503921,T126
M0503926,T109
M0503926,T121
M0503927,T109
M0503927,T121
M0503930,T007
M0503934,T007
M0503935,T116
M0503935,T126
M0503936,T007
M0503937,T007
M0503938,T007
M0503951,T116
M0503951,T123
M0503954,T047
M0503955,T109
M0503955,T121
M0503956,T121
M0503957,T044
M0503958,T044
M0503959,T044
M0503960,T061
M0503961,T061
M0503963,T080
M0503964,T080
M0503965,T080
M0503966,T080
M0503969,T046
M0503970,T047
M0503973,T114
M0503973,T123
M0503974,T114
M0503974,T123
M0503975,T114
M0503975,T123
M0503978,T114
M0503978,T123
M0503979,T045
M0503980,T045
M0503981,T114
M0503981,T123
M0503997,T007
M0503998,T114
M0503998,T123
M0503999,T045
M0504055,T002
M0504057,T116
M0504057,T123
M0504061,T023
M0504065,T116
M0504065,T123
M0504075,T044
M0504076,T081
M0504076,T086
M0504077,T121
M0504113,T118
M0504116,T118
M0504120,T047
M0504121,T121
M0504121,T129
M0504132,T047
M0504133,T116
M0504133,T123
M0504134,T116
M0504134,T123
M0504224,T043
M0504225,T043
M0504226,T116
M0504226,T123
M0504251,T023
M0504252,T023
M0504253,T026
M0504254,T026
M0504292,T032
M0504363,T110
M0504364,T040
M0504366,T109
M0504366,T121
M0504367,T116
M0504367,T123
M0504373,T109
M0504374,T028
M0504375,T116
M0504375,T123
M0504376,T116
M0504376,T123
M0504377,T191
M0504378,T191
M0504388,T116
M0504388,T123
M0504389,T109
M0504394,T121
M0504397,T002
M0504402,T116
M0504402,T123
M0504409,T042
M0504482,T119
M0504483,T116
M0504483,T123
M0504494,T116
M0504494,T123
M0504497,T116
M0504497,T192
M0504520,T116
M0504520,T123
M0504530,T116
M0504530,T192
M0504531,T116
M0504531,T192
M0504532,T191
M0504533,T191
M0504569,T116
M0504569,T123
M0504591,T116
M0504591,T192
M0504610,T116
M0504610,T192
M0504612,T116
M0504612,T123
M0504617,T191
M0504691,T116
M0504691,T123
M0504692,T116
M0504692,T123
M0504693,T116
M0504693,T123
M0504694,T121
M0504694,T129
M0504699,T116
M0504699,T123
M0504700,T116
M0504700,T123
M0504713,T116
M0504713,T123
M0504721,T116
M0504721,T192
M0504731,T116
M0504731,T192
M0504732,T116
M0504732,T123
M0504733,T116
M0504733,T192
M0504755,T116
M0504755,T123
M0504756,T109
M0504756,T121
M0504762,T116
M0504762,T123
M0504764,T109
M0504764,T121
M0504811,T191
M0504877,T116
M0504877,T123
M0504879,T191
M0504880,T191
M0504910,T116
M0504911,T116
M0504912,T059
M0504913,T059
M0504918,T059
M0504919,T059
M0504929,T059
M0504930,T059
