`mesh_concept_uid`,`mesh_semantic_type_uid`
M0014059,T007
M0014060,T081
M0014060,T102
M0014061,T083
M0014062,T083
M0014063,T109
M0014064,T109
M0014064,T121
M0014065,T109
M0014065,T121
M0014066,T109
M0014066,T121
M0014067,T048
M0014069,T048
M0014070,T109
M0014070,T121
M0014071,T040
M0014072,T109
M0014073,T081
M0014074,T081
M0014075,T081
M0014076,T081
M0014077,T081
M0014078,T081
M0014079,T081
M0014080,T081
M0014081,T083
M0014082,T052
M0014083,T090
M0014084,T090
M0014085,T018
M0014086,T005
M0014087,T032
M0014088,T083
M0014089,T057
M0014089,T068
M0014090,T009
M0014090,T204
M0014091,T054
M0014092,T099
M0014093,T092
M0014094,T009
M0014094,T204
M0014095,T009
M0014095,T204
M0014096,T009
M0014096,T204
M0014097,T009
M0014097,T204
M0014098,T116
M0014098,T125
M0014099,T070
M0014100,T041
M0014101,T170
M0014102,T073
M0014102,T170
M0014103,T047
M0014104,T047
M0014105,T047
M0014105,T184
M0014106,T047
M0014107,T080
M0014108,T080
M0014109,T041
M0014110,T041
M0014111,T055
M0014112,T023
M0014113,T026
M0014114,T025
M0014115,T025
M0014116,T040
M0014117,T073
M0014118,T073
M0014119,T047
M0014119,T184
M0014120,T056
M0014121,T005
M0014122,T005
M0014123,T005
M0014124,T005
M0014125,T005
M0014126,T029
M0014127,T019
M0014127,T047
M0014128,T047
M0014129,T046
M0014129,T184
M0014130,T047
M0014131,T029
M0014132,T024
M0014133,T191
M0014134,T042
M0014135,T074
M0014136,T061
M0014137,T047
M0014138,T120
M0014138,T122
M0014139,T040
M0014140,T184
M0014141,T047
M0014142,T109
M0014142,T195
M0014143,T109
M0014143,T195
M0014144,T109
M0014144,T195
M0014145,T061
M0014146,T047
M0014147,T083
M0014151,T116
M0014151,T121
M0014151,T125
M0014152,T116
M0014152,T121
M0014152,T125
M0014153,T116
M0014153,T121
M0014153,T125
M0014155,T116
M0014155,T121
M0014155,T124
M0014155,T125
M0014157,T116
M0014157,T121
M0014157,T124
M0014157,T125
M0014159,T116
M0014159,T123
M0014160,T020
M0014161,T034
M0014161,T042
M0014162,T047
M0014163,T047
M0014164,T047
M0014165,T047
M0014167,T019
M0014167,T047
M0014168,T019
M0014168,T047
M0014169,T047
M0014170,T047
M0014171,T047
M0014172,T047
M0014173,T019
M0014173,T047
M0014174,T047
M0014175,T019
M0014175,T047
M0014176,T019
M0014176,T047
M0014177,T116
M0014177,T118
M0014177,T123
M0014178,T004
M0014179,T004
M0014180,T047
M0014181,T024
M0014182,T031
M0014183,T061
M0014184,T061
M0014185,T018
M0014186,T093
M0014187,T093
M0014188,T116
M0014188,T126
M0014190,T060
M0014191,T060
M0014191,T062
M0014192,T099
M0014193,T099
M0014194,T047
M0014195,T191
M0014196,T033
M0014196,T046
M0014197,T047
M0014198,T037
M0014199,T048
M0014200,T048
M0014201,T015
M0014202,T047
M0014203,T121
M0014203,T129
M0014204,T005
M0014205,T048
M0014206,T092
M0014207,T092
M0014208,T092
M0014209,T092
M0014210,T092
M0014211,T109
M0014211,T123
M0014212,T109
M0014212,T123
M0014213,T116
M0014213,T121
M0014213,T123
M0014214,T116
M0014214,T121
M0014214,T126
M0014215,T109
M0014215,T130
M0014216,T015
M0014217,T015
M0014218,T015
M0014219,T015
M0014220,T015
M0014221,T015
M0014222,T015
M0014223,T015
M0014224,T015
M0014225,T109
M0014225,T121
M0014225,T131
M0014226,T009
M0014226,T204
M0014227,T009
M0014227,T204
M0014228,T009
M0014228,T204
M0014229,T009
M0014229,T204
M0014230,T009
M0014230,T204
M0014231,T109
M0014231,T121
M0014232,T042
M0014234,T184
M0014235,T061
M0014236,T184
M0014238,T184
M0014239,T116
M0014240,T121
M0014241,T042
M0014242,T184
M0014243,T184
M0014244,T042
M0014245,T024
M0014246,T024
M0014247,T023
M0014247,T024
M0014249,T047
M0014249,T184
M0014250,T047
M0014251,T047
M0014252,T047
M0014253,T047
M0014254,T047
M0014255,T047
M0014256,T047
M0014257,T023
M0014258,T019
M0014258,T047
M0014259,T047
M0014260,T022
M0014261,T042
M0014263,T073
M0014264,T037
M0014265,T170
M0014266,T061
M0014267,T009
M0014268,T009
M0014269,T002
M0014270,T109
M0014270,T121
M0014270,T131
M0014271,T109
M0014271,T131
M0014272,T059
M0014272,T063
M0014273,T131
M0014274,T131
M0014275,T045
M0014276,T047
M0014277,T048
M0014278,T109
M0014278,T121
M0014279,T047
M0014280,T116
M0014280,T121
M0014281,T007
M0014282,T005
M0014283,T007
M0014284,T007
M0014285,T007
M0014286,T007
M0014287,T047
M0014288,T047
M0014289,T007
M0014290,T007
M0014291,T007
M0014292,T007
M0014293,T007
M0014294,T007
M0014295,T007
M0014296,T007
M0014297,T007
M0014298,T007
M0014299,T007
M0014300,T007
M0014301,T119
M0014301,T123
M0014302,T119
M0014302,T123
M0014303,T090
M0014304,T119
M0014304,T195
M0014305,T007
M0014306,T007
M0014307,T047
M0014308,T007
M0014309,T007
M0014310,T007
M0014311,T007
M0014312,T047
M0014313,T047
M0014314,T191
M0014315,T109
M0014315,T123
M0014315,T131
M0014316,T121
M0014317,T121
M0014318,T116
M0014318,T123
M0014319,T024
M0014320,T026
M0014321,T047
M0014322,T047
M0014323,T005
M0014324,T191
M0014326,T060
M0014327,T060
M0014330,T116
M0014330,T123
M0014331,T116
M0014331,T126
M0014332,T191
M0014333,T023
M0014334,T047
M0014335,T042
M0014336,T116
M0014336,T123
M0014337,T047
M0014338,T047
M0014339,T047
M0014340,T047
M0014341,T061
M0014342,T061
M0014343,T047
M0014344,T024
M0014345,T184
M0014348,T191
M0014349,T047
M0014350,T023
M0014351,T026
M0014352,T116
M0014352,T123
M0014353,T034
M0014354,T060
M0014355,T191
M0014357,T023
M0014358,T047
M0014359,T191
M0014360,T116
M0014360,T126
M0014361,T116
M0014361,T126
M0014362,T116
M0014362,T126
M0014363,T116
M0014363,T126
M0014364,T116
M0014364,T126
M0014365,T116
M0014365,T126
M0014366,T116
M0014366,T126
M0014367,T116
M0014367,T126
M0014368,T047
M0014369,T047
M0014370,T047
M0014371,T033
M0014372,T047
M0014373,T047
M0014374,T061
M0014375,T119
M0014376,T119
M0014377,T078
M0014378,T170
M0014379,T047
M0014380,T007
M0014381,T007
M0014382,T007
M0014383,T191
M0014384,T005
M0014385,T047
M0014386,T009
M0014386,T204
M0014387,T009
M0014387,T204
M0014388,T191
M0014389,T116
M0014389,T126
M0014390,T116
M0014390,T126
M0014391,T116
M0014391,T123
M0014392,T116
M0014392,T126
M0014393,T116
M0014393,T123
M0014394,T116
M0014394,T123
M0014395,T116
M0014395,T123
M0014396,T116
M0014396,T123
M0014397,T116
M0014398,T109
M0014398,T121
M0014399,T109
M0014399,T121
M0014400,T109
M0014400,T121
M0014401,T109
M0014401,T121
M0014402,T109
M0014402,T131
M0014403,T114
M0014403,T123
M0014404,T114
M0014404,T123
M0014405,T116
M0014405,T126
M0014406,T116
M0014406,T126
M0014408,T116
M0014408,T126
M0014409,T116
M0014409,T126
M0014410,T116
M0014410,T126
M0014411,T109
M0014411,T121
M0014412,T109
M0014412,T121
M0014413,T114
M0014413,T126
M0014414,T116
M0014414,T126
M0014415,T116
M0014415,T126
M0014416,T116
M0014416,T126
M0014417,T009
M0014417,T204
M0014418,T109
M0014418,T195
M0014419,T109
M0014419,T195
M0014420,T109
M0014420,T121
M0014421,T109
M0014421,T121
M0014422,T109
M0014422,T121
M0014423,T109
M0014423,T121
M0014424,T109
M0014424,T121
M0014425,T109
M0014425,T121
M0014426,T055
M0014427,T047
M0014428,T019
M0014428,T047
M0014429,T017
M0014430,T020
M0014430,T033
M0014430,T047
M0014431,T033
M0014431,T047
M0014432,T047
M0014433,T109
M0014433,T121
M0014434,T109
M0014434,T121
M0014436,T115
M0014436,T131
M0014437,T109
M0014437,T121
M0014438,T109
M0014438,T121
M0014439,T109
M0014439,T121
M0014440,T109
M0014440,T121
M0014441,T109
M0014441,T121
M0014443,T109
M0014443,T121
M0014444,T109
M0014444,T121
M0014445,T109
M0014445,T121
M0014446,T098
M0014447,T100
M0014448,T097
M0014449,T170
M0014450,T170
M0014451,T083
M0014452,T110
M0014452,T121
M0014455,T109
M0014455,T121
M0014457,T109
M0014458,T109
M0014459,T109
M0014460,T109
M0014461,T116
M0014461,T126
M0014462,T109
M0014463,T109
M0014464,T109
M0014464,T121
M0014465,T109
M0014466,T109
M0014466,T121
M0014467,T109
M0014467,T121
M0014468,T109
M0014468,T121
M0014469,T109
M0014469,T121
M0014470,T048
M0014471,T047
M0014472,T061
M0014473,T061
M0014474,T121
M0014475,T048
M0014476,T048
M0014477,T048
M0014480,T048
M0014481,T121
M0014481,T131
M0014482,T121
M0014482,T131
M0014484,T023
M0014485,T030
M0014486,T023
M0014486,T024
M0014487,T190
M0014488,T060
M0014489,T023
M0014491,T023
M0014492,T047
M0014493,T191
M0014494,T047
M0014495,T023
M0014496,T023
M0014497,T092
M0014498,T092
M0014499,T093
M0014500,T093
M0014501,T058
M0014501,T078
M0014502,T093
M0014503,T058
M0014504,T170
M0014505,T058
M0014506,T058
M0014507,T064
M0014508,T093
M0014509,T093
M0014510,T093
M0014511,T042
M0014513,T116
M0014513,T123
M0014515,T116
M0014515,T123
M0014517,T116
M0014517,T123
M0014519,T061
M0014520,T070
M0014521,T070
M0014522,T070
M0014524,T070
M0014525,T070
M0014526,T066
M0014527,T061
M0014528,T184
M0014529,T091
M0014530,T109
M0014530,T130
M0014531,T118
M0014531,T195
M0014532,T083
M0014533,T074
M0014534,T074
M0014535,T074
M0014536,T074
M0014537,T074
M0014538,T074
M0014539,T009
M0014539,T204
M0014540,T047
M0014541,T029
M0014542,T023
M0014543,T047
M0014544,T046
M0014545,T011
M0014546,T011
M0014547,T073
M0014548,T109
M0014548,T121
M0014549,T109
M0014549,T121
M0014550,T109
M0014550,T121
M0014551,T041
M0014552,T098
M0014553,T007
M0014554,T007
M0014555,T007
M0014556,T007
M0014557,T191
M0014558,T009
M0014558,T204
M0014559,T009
M0014559,T204
M0014560,T047
M0014561,T009
M0014561,T204
M0014562,T109
M0014562,T121
M0014563,T196
M0014565,T118
M0014565,T195
M0014566,T118
M0014566,T195
M0014567,T196
M0014568,T047
M0014569,T047
M0014570,T019
M0014570,T047
M0014571,T047
M0014572,T091
M0014573,T025
M0014574,T025
M0014575,T025
M0014576,T046
M0014577,T191
M0014578,T116
M0014578,T123
M0014579,T191
M0014580,T043
M0014581,T046
M0014582,T060
M0014582,T080
M0014583,T062
M0014584,T191
M0014585,T191
M0014586,T191
M0014588,T191
M0014589,T191
M0014590,T191
M0014591,T191
M0014592,T191
M0014594,T191
M0014595,T191
M0014596,T191
M0014597,T191
M0014598,T191
M0014599,T191
M0014600,T191
M0014601,T191
M0014602,T191
M0014603,T191
M0014604,T191
M0014605,T191
M0014606,T191
M0014607,T191
M0014608,T191
M0014609,T191
M0014610,T191
M0014611,T047
M0014612,T191
M0014613,T191
M0014614,T109
M0014614,T122
M0014614,T131
M0014615,T109
M0014615,T121
M0014616,T109
M0014616,T121
M0014617,T109
M0014617,T121
M0014618,T109
M0014618,T121
M0014619,T109
M0014619,T121
M0014620,T033
M0014620,T046
M0014621,T083
M0014622,T059
M0014623,T059
M0014624,T059
M0014624,T081
M0014625,T061
M0014626,T047
M0014627,T047
M0014628,T047
M0014629,T047
M0014630,T191
M0014631,T047
M0014632,T091
M0014633,T023
M0014634,T047
M0014635,T047
M0014636,T047
M0014637,T061
M0014638,T061
M0014639,T047
M0014640,T196
M0014641,T061
M0014642,T047
M0014643,T061
M0014644,T049
M0014645,T026
M0014645,T030
M0014646,T023
M0014647,T026
M0014648,T023
M0014649,T024
M0014650,T026
M0014652,T116
M0014652,T123
M0014654,T116
M0014654,T123
M0014655,T116
M0014655,T123
M0014657,T116
M0014657,T123
M0014658,T023
M0014659,T023
M0014660,T043
M0014661,T024
M0014662,T116
M0014662,T123
M0014664,T116
M0014664,T123
M0014665,T022
M0014666,T019
M0014666,T047
M0014667,T047
M0014668,T191
M0014669,T070
M0014670,T054
M0014671,T083
M0014672,T083
M0014673,T118
M0014673,T195
M0014674,T118
M0014674,T121
M0014675,T116
M0014675,T195
M0014676,T023
M0014677,T042
M0014677,T043
M0014678,T042
M0014679,T018
M0014680,T042
M0014680,T043
M0014681,T023
M0014682,T023
M0014683,T043
M0014684,T042
M0014686,T019
M0014687,T184
M0014688,T109
M0014689,T116
M0014689,T126
M0014690,T048
M0014691,T024
M0014692,T191
M0014693,T047
M0014694,T050
M0014695,T091
M0014696,T091
M0014697,T091
M0014698,T091
M0014699,T191
M0014700,T091
M0014701,T047
M0014702,T047
M0014703,T047
M0014704,T047
M0014705,T030
M0014706,T091
M0014707,T191
M0014708,T026
M0014709,T191
M0014710,T047
M0014710,T191
M0014711,T025
M0014712,T061
M0014713,T047
M0014714,T060
M0014716,T033
M0014717,T091
M0014718,T191
M0014719,T048
M0014720,T191
M0014721,T121
M0014722,T121
M0014723,T121
M0014724,T121
M0014725,T019
M0014726,T047
M0014727,T030
M0014728,T023
M0014729,T023
M0014730,T047
M0014731,T047
M0014732,T047
M0014733,T047
M0014734,T047
M0014735,T042
M0014736,T025
M0014737,T025
M0014738,T025
M0014739,T047
M0014740,T047
M0014741,T047
M0014742,T047
M0014743,T047
M0014744,T047
M0014745,T047
M0014746,T116
M0014746,T124
M0014747,T116
M0014747,T124
M0014748,T116
M0014748,T124
M0014749,T091
M0014750,T116
M0014750,T124
M0014751,T116
M0014751,T124
M0014752,T116
M0014752,T124
M0014753,T116
M0014753,T124
M0014756,T091
M0014757,T060
M0014758,T060
M0014758,T170
M0014759,T060
M0014760,T091
M0014761,T060
M0014762,T124
M0014763,T091
M0014764,T042
M0014765,T023
M0014766,T023
M0014767,T022
M0014768,T004
M0014769,T004
M0014770,T091
M0014771,T047
M0014772,T047
M0014772,T184
M0014773,T116
M0014773,T124
M0014773,T125
M0014774,T048
M0014775,T131
M0014776,T131
M0014777,T131
M0014778,T109
M0014778,T130
M0014779,T059
M0014780,T059
M0014781,T081
M0014782,T033
M0014782,T047
M0014783,T025
M0014784,T025
M0014785,T083
M0014786,T191
M0014787,T191
M0014788,T191
M0014789,T083
M0014790,T083
M0014791,T083
M0014792,T083
M0014793,T083
M0014794,T083
M0014795,T083
M0014796,T083
M0014797,T083
M0014798,T083
M0014799,T083
M0014800,T083
M0014801,T047
M0014802,T005
M0014803,T083
M0014804,T083
M0014805,T073
M0014805,T170
M0014806,T109
M0014806,T127
M0014807,T109
M0014807,T127
M0014808,T109
M0014808,T127
M0014809,T109
M0014809,T127
M0014810,T109
M0014810,T127
M0014811,T109
M0014811,T127
M0014812,T109
M0014812,T127
M0014813,T109
M0014813,T127
M0014814,T109
M0014814,T127
M0014815,T109
M0014815,T127
M0014816,T109
M0014816,T127
M0014817,T109
M0014817,T121
M0014818,T083
M0014819,T109
M0014819,T121
M0014820,T109
M0014820,T121
M0014821,T109
M0014821,T121
M0014822,T109
M0014822,T121
M0014823,T109
M0014823,T121
M0014824,T109
M0014824,T121
M0014825,T123
M0014825,T196
M0014826,T109
M0014826,T121
M0014827,T109
M0014827,T121
M0014827,T131
M0014828,T109
M0014828,T121
M0014828,T131
M0014829,T109
M0014829,T121
M0014829,T131
M0014830,T109
M0014830,T121
M0014830,T131
M0014831,T109
M0014831,T121
M0014831,T131
M0014832,T116
M0014832,T126
M0014833,T109
M0014833,T121
M0014833,T127
M0014834,T109
M0014834,T121
M0014834,T127
M0014835,T114
M0014835,T123
M0014836,T109
M0014836,T121
M0014836,T131
M0014837,T109
M0014837,T121
M0014837,T131
M0014838,T109
M0014838,T121
M0014838,T131
M0014839,T109
M0014839,T127
M0014840,T109
M0014840,T121
M0014841,T109
M0014841,T121
M0014842,T109
M0014842,T121
M0014843,T109
M0014843,T121
M0014844,T109
M0014844,T121
M0014845,T023
M0014846,T047
M0014847,T109
M0014847,T121
M0014848,T109
M0014848,T121
M0014849,T109
M0014849,T121
M0014850,T109
M0014850,T121
M0014851,T109
M0014851,T121
M0014852,T109
M0014852,T121
M0014853,T083
M0014854,T083
M0014855,T109
M0014855,T195
M0014856,T109
M0014856,T121
M0014857,T058
M0014858,T109
M0014858,T121
M0014859,T109
M0014859,T121
M0014860,T109
M0014860,T121
M0014861,T109
M0014861,T121
M0014862,T109
M0014862,T121
M0014862,T130
M0014863,T196
M0014864,T109
M0014865,T023
M0014866,T009
M0014866,T204
M0014867,T009
M0014867,T204
M0014868,T109
M0014868,T121
M0014869,T116
M0014869,T121
M0014870,T026
M0014871,T109
M0014871,T121
M0014872,T109
M0014872,T121
M0014873,T116
M0014873,T126
M0014874,T104
M0014875,T109
M0014875,T121
M0014876,T109
M0014876,T121
M0014877,T123
M0014877,T197
M0014878,T109
M0014879,T109
M0014880,T109
M0014881,T109
M0014881,T130
M0014882,T109
M0014883,T116
M0014883,T126
M0014884,T104
M0014885,T109
M0014886,T116
M0014886,T126
M0014887,T007
M0014888,T007
M0014889,T109
M0014890,T109
M0014891,T109
M0014891,T130
M0014892,T109
M0014892,T121
M0014893,T109
M0014893,T121
M0014894,T109
M0014894,T121
M0014895,T109
M0014895,T121
M0014896,T109
M0014896,T121
M0014897,T196
M0014898,T131
M0014898,T197
M0014899,T040
M0014900,T196
M0014901,T109
M0014901,T121
M0014901,T131
M0014902,T197
M0014903,T196
M0014904,T116
M0014904,T126
M0014905,T116
M0014905,T126
M0014906,T109
M0014906,T121
M0014906,T129
M0014907,T109
M0014908,T109
M0014908,T121
M0014909,T109
M0014909,T121
M0014910,T109
M0014911,T109
M0014912,T116
M0014912,T126
M0014913,T116
M0014913,T126
M0014914,T116
M0014914,T126
M0014915,T118
M0014916,T121
M0014916,T130
M0014916,T197
M0014917,T121
M0014917,T130
M0014917,T197
M0014918,T109
M0014919,T116
M0014919,T126
M0014920,T109
M0014920,T131
M0014921,T109
M0014922,T109
M0014923,T109
M0014923,T131
M0014924,T007
M0014925,T109
M0014926,T197
M0014927,T121
M0014927,T197
M0014928,T109
M0014928,T121
M0014929,T109
M0014929,T121
M0014930,T116
M0014930,T126
M0014931,T073
M0014932,T196
M0014933,T007
M0014934,T007
M0014935,T047
M0014936,T007
M0014937,T025
M0014938,T023
M0014939,T109
M0014939,T121
M0014940,T067
M0014941,T067
M0014942,T069
M0014943,T047
M0014944,T170
M0014945,T170
M0014946,T170
M0014947,T109
M0014947,T121
M0014948,T109
M0014948,T121
M0014949,T109
M0014949,T121
M0014950,T061
M0014951,T045
M0014951,T049
M0014952,T047
M0014953,T116
M0014953,T125
M0014954,T116
M0014954,T125
M0014955,T116
M0014955,T125
M0014956,T041
M0014957,T047
M0014958,T047
M0014959,T110
M0014960,T109
M0014961,T109
M0014961,T121
M0014964,T109
M0014964,T121
M0014964,T124
M0014966,T109
M0014966,T121
M0014968,T110
M0014968,T121
M0014968,T125
M0014969,T110
M0014969,T121
M0014969,T125
M0014970,T110
M0014970,T121
M0014970,T125
M0014971,T110
M0014971,T121
M0014971,T125
M0014972,T110
M0014972,T121
M0014972,T125
M0014973,T110
M0014973,T121
M0014973,T125
M0014974,T110
M0014974,T121
M0014974,T125
M0014975,T110
M0014975,T121
M0014975,T125
M0014976,T110
M0014976,T121
M0014976,T125
M0014977,T110
M0014977,T121
M0014977,T125
M0014978,T109
M0014978,T121
M0014979,T109
M0014979,T121
M0014980,T109
M0014980,T121
M0014981,T110
M0014981,T121
M0014981,T125
M0014983,T110
M0014983,T121
M0014983,T125
M0014984,T110
M0014984,T121
M0014984,T125
M0014985,T110
M0014985,T121
M0014985,T125
M0014986,T110
M0014986,T121
M0014987,T116
M0014987,T130
M0014988,T109
M0014988,T124
M0014989,T110
M0014990,T110
M0014991,T110
M0014992,T110
M0014993,T110
M0014994,T110
M0014995,T109
M0014995,T121
M0014995,T124
M0014996,T083
M0014997,T083
M0014998,T083
M0014999,T083
M0015000,T083
M0015001,T083
M0015002,T109
M0015002,T121
M0015003,T109
M0015003,T121
M0015004,T109
M0015005,T005
M0015006,T005
M0015007,T083
M0015008,T109
M0015008,T121
M0015009,T109
M0015009,T121
M0015010,T023
M0015011,T020
M0015012,T047
M0015013,T191
M0015014,T004
M0015015,T121
M0015016,T018
M0015017,T011
M0015018,T011
M0015019,T083
M0015020,T118
M0015020,T195
M0015021,T118
M0015021,T195
M0015023,T131
M0015024,T109
M0015024,T121
M0015025,T109
M0015025,T121
M0015026,T070
M0015027,T099
M0015028,T099
M0015029,T099
M0015030,T099
M0015031,T070
M0015032,T070
M0015033,T060
M0015034,T070
M0015035,T059
M0015036,T091
M0015037,T091
M0015038,T093
M0015039,T026
M0015040,T026
M0015041,T090
M0015042,T116
M0015042,T123
M0015043,T116
M0015043,T123
M0015044,T116
M0015044,T123
M0015045,T073
M0015046,T052
M0015047,T052
M0015048,T082
M0015049,T070
M0015050,T114
M0015051,T114
M0015052,T070
M0015053,T070
M0015054,T114
M0015054,T123
M0015055,T070
M0015056,T114
M0015057,T026
M0015057,T028
M0015058,T116
M0015058,T123
M0015059,T116
M0015059,T126
M0015060,T116
M0015060,T126
M0015061,T116
M0015061,T126
M0015062,T116
M0015062,T126
M0015063,T114
M0015063,T118
M0015063,T123
M0015064,T116
M0015064,T126
M0015065,T114
M0015065,T123
M0015066,T114
M0015067,T114
M0015068,T116
M0015068,T123
M0015069,T116
M0015069,T123
M0015070,T116
M0015070,T123
M0015071,T116
M0015071,T126
M0015072,T116
M0015072,T126
M0015073,T059
M0015074,T059
M0015075,T114
M0015076,T114
M0015077,T116
M0015077,T126
M0015078,T023
M0015079,T056
M0015080,T057
M0015081,T090
M0015082,T073
M0015083,T073
M0015084,T097
M0015085,T097
M0015086,T097
M0015087,T097
M0015088,T097
M0015089,T054
M0015090,T073
M0015090,T092
M0015091,T073
M0015091,T093
M0015092,T097
M0015093,T097
M0015094,T097
M0015095,T091
M0015096,T058
M0015097,T170
M0015098,T058
M0015099,T058
M0015100,T058
M0015101,T058
M0015102,T058
M0015103,T073
M0015103,T093
M0015104,T058
M0015105,T073
M0015105,T170
M0015106,T058
M0015107,T058
M0015108,T097
M0015109,T097
M0015110,T078
M0015111,T058
M0015111,T091
M0015112,T058
M0015113,T097
M0015114,T058
M0015115,T097
M0015116,T058
M0015117,T040
M0015117,T168
M0015118,T040
M0015119,T081
M0015120,T047
M0015121,T047
M0015122,T062
M0015123,T062
M0015124,T047
M0015125,T081
M0015126,T032
M0015127,T080
M0015127,T081
M0015128,T002
M0015128,T168
M0015129,T047
M0015130,T109
M0015130,T121
M0015131,T109
M0015131,T121
M0015132,T109
M0015132,T121
M0015133,T109
M0015133,T121
M0015134,T073
M0015134,T109
M0015135,T109
M0015136,T109
M0015137,T009
M0015137,T204
M0015138,T047
M0015139,T042
M0015140,T039
M0015140,T060
M0015140,T184
M0015141,T039
M0015141,T060
M0015141,T184
M0015142,T039
M0015142,T060
M0015142,T184
M0015143,T039
M0015144,T039
M0015145,T039
M0015146,T109
M0015146,T195
M0015147,T109
M0015147,T195
M0015148,T109
M0015148,T195
M0015149,T109
M0015149,T195
M0015150,T109
M0015150,T195
M0015151,T109
M0015151,T195
M0015152,T109
M0015152,T195
M0015153,T109
M0015153,T195
M0015154,T109
M0015154,T195
M0015155,T109
M0015155,T195
M0015156,T109
M0015156,T131
M0015157,T109
M0015157,T131
M0015158,T109
